ID,Year_Birth,Age,Age_Group,Education,Marital_Status,Income,Income_Group,Kidhome,Teenhome,Total_Kids,Has_Kids,No_Kids,Dt_Customer,Customer_Tenure,Tenure_Group,Recency,Recency_Group,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Total_Spending,Dominant_Category,Spending_Group,NumDealsPurchases,Deal_Purchase_Category,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Total_Purchases,Dominant_Channel,NumWebVisitsMonth,Visit_Frequency_Category,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,Total_Campaign_Acceptances,Is_Campaign_Responder,Complain
6019,1971,43,Gen X,Doctoral,Married,37126.0,Low,1,0,1,1,0,2014-03-30,91,0-1 Years,9,<30 Days,45,3,9,4,4,7,72,MntWines,Low,1,No/Low,1,2,2,5,NumCatalogPurchases,6,High,0,0,1,0,0,1,2,1,0
5863,1953,61,Boomers+,Bachelor,Married,47703.0,Medium,0,1,1,1,0,2013-05-29,396,1-2 Years,95,>90 Days,359,0,134,13,26,123,655,MntWines,Low,4,Medium,6,3,8,17,NumStorePurchases,5,Medium,0,0,0,0,0,0,0,0,0
3717,1959,55,Boomers+,Bachelor,Married,61180.0,Medium,0,1,1,1,0,2014-04-23,67,0-1 Years,70,30–90 Days,403,24,29,6,24,218,704,MntWines,Low,2,No/Low,5,5,6,16,NumStorePurchases,3,Medium,0,0,1,0,0,0,1,1,0
6730,1954,60,Boomers+,Bachelor,Married,38998.0,Low,1,1,2,1,0,2012-11-03,603,1-2 Years,92,>90 Days,34,1,14,0,0,5,54,MntWines,Low,3,Medium,2,0,3,5,NumStorePurchases,8,High,0,0,0,0,0,0,0,0,1
10749,1991,23,Gen Z-,Bachelor,Single,8028.0,Low,0,0,0,0,1,2012-09-18,649,1-2 Years,62,30–90 Days,73,18,66,7,12,2,178,MntWines,Low,15,High,0,1,0,1,NumCatalogPurchases,19,High,0,0,0,0,0,0,0,0,0
4998,1962,52,Gen X,Bachelor,Married,76081.0,Medium,0,0,0,0,1,2014-05-23,37,0-1 Years,85,30–90 Days,292,30,415,63,33,200,1033,MntMeatProducts,Medium,1,No/Low,4,5,4,13,NumCatalogPurchases,2,Medium,1,0,0,0,0,0,1,1,0
6287,1986,28,Millennials,Bachelor,Married,34728.0,Low,1,0,1,1,0,2013-07-30,334,0-1 Years,2,<30 Days,14,0,16,0,0,6,36,MntMeatProducts,Low,1,No/Low,1,1,2,4,NumStorePurchases,6,High,0,0,0,0,0,1,1,1,0
5985,1965,49,Gen X,Master,Single,33168.0,Low,0,1,1,1,0,2012-10-13,624,1-2 Years,0,<30 Days,80,1,37,0,1,3,122,MntWines,Low,3,Medium,2,1,4,7,NumStorePurchases,7,High,0,0,0,0,0,0,0,0,0
4754,1966,48,Gen X,Master,Married,33585.0,Low,0,1,1,1,0,2013-09-25,277,0-1 Years,91,>90 Days,30,11,33,13,6,29,122,MntMeatProducts,Low,1,No/Low,2,0,4,6,NumStorePurchases,4,Medium,0,0,0,0,0,0,0,0,0
4002,1960,54,Gen X,Doctoral,Married,77037.0,Medium,0,1,1,1,0,2013-10-13,259,0-1 Years,3,<30 Days,463,96,333,168,53,10,1123,MntWines,Medium,1,No/Low,7,7,12,26,NumStorePurchases,3,Medium,0,0,0,0,0,0,0,0,0
8870,1984,30,Millennials,Bachelor,Married,35196.0,Low,1,0,1,1,0,2012-11-13,593,1-2 Years,68,30–90 Days,75,12,141,43,39,187,497,MntGoldProds,Low,6,High,6,1,5,12,NumWebPurchases,8,High,0,0,0,0,0,1,1,1,0
966,1966,48,Gen X,Bachelor,Married,44529.0,Medium,0,1,1,1,0,2013-07-05,359,0-1 Years,98,>90 Days,538,13,91,17,6,26,691,MntWines,Low,6,High,6,2,11,19,NumStorePurchases,5,Medium,0,0,0,1,0,0,1,1,0
4767,1965,49,Gen X,Master,Married,70924.0,Medium,0,0,0,0,1,2014-04-07,83,0-1 Years,41,30–90 Days,635,114,254,132,152,76,1363,MntWines,Medium,1,No/Low,6,6,7,19,NumStorePurchases,3,Medium,0,0,0,0,1,0,1,1,0
9725,1966,48,Gen X,Doctoral,Married,28764.0,Low,1,1,2,1,0,2014-06-05,24,0-1 Years,16,<30 Days,8,0,3,0,0,1,12,MntWines,Low,1,No/Low,1,0,2,3,NumStorePurchases,8,High,0,0,1,0,0,0,1,1,0
4475,1949,65,Boomers+,Doctoral,Married,69098.0,Medium,0,0,0,0,1,2013-02-16,498,1-2 Years,82,30–90 Days,1315,22,780,145,0,178,2440,MntWines,High,1,No/Low,7,8,9,24,NumStorePurchases,5,Medium,0,0,0,0,0,0,0,0,0
5740,1970,44,Gen X,Master,Divorced,25959.0,Low,1,1,2,1,0,2013-02-14,500,1-2 Years,1,<30 Days,4,2,12,7,5,26,56,MntGoldProds,Low,2,No/Low,1,2,2,5,NumCatalogPurchases,6,High,0,0,0,0,0,1,1,1,0
5731,1983,31,Millennials,Master,Married,27100.0,Low,1,0,1,1,0,2013-04-05,450,1-2 Years,64,30–90 Days,12,0,13,2,0,10,37,MntMeatProducts,Low,1,No/Low,1,0,3,4,NumStorePurchases,7,High,0,0,0,0,0,0,0,0,0
7290,1985,29,Millennials,Bachelor,Single,70596.0,Medium,0,0,0,0,1,2012-10-05,632,1-2 Years,68,30–90 Days,347,44,534,17,0,26,968,MntMeatProducts,Low,1,No/Low,3,5,12,20,NumStorePurchases,2,Medium,0,0,0,0,0,0,0,0,0
3846,1974,40,Gen X,Bachelor,Married,42557.0,Medium,0,1,1,1,0,2012-08-29,669,1-2 Years,98,>90 Days,192,5,53,0,5,15,270,MntWines,Low,4,Medium,6,1,4,11,NumWebPurchases,8,High,0,0,0,0,0,0,0,0,0
8104,1951,63,Boomers+,Doctoral,Married,53312.0,Medium,0,0,0,0,1,2013-08-09,324,0-1 Years,32,30–90 Days,241,0,12,0,0,25,278,MntWines,Low,1,No/Low,5,1,5,11,NumWebPurchases,7,High,0,0,0,0,0,0,0,0,0
4507,1952,62,Boomers+,Bachelor,Single,72228.0,Medium,0,0,0,0,1,2012-11-27,579,1-2 Years,87,30–90 Days,631,28,491,30,14,56,1250,MntWines,Medium,1,No/Low,6,7,8,21,NumStorePurchases,3,Medium,0,0,0,0,0,0,0,0,0
11013,1987,27,Millennials,Bachelor,Married,67605.0,Medium,0,0,0,0,1,2013-03-31,455,1-2 Years,84,30–90 Days,336,28,282,184,54,54,938,MntWines,Low,1,No/Low,2,8,6,16,NumCatalogPurchases,1,Low,0,0,0,0,0,0,0,0,0
4491,1949,65,Boomers+,Master,Married,62845.0,Medium,1,1,2,1,0,2012-10-01,636,1-2 Years,3,<30 Days,1099,0,45,0,0,34,1178,MntWines,Medium,11,High,3,4,10,17,NumStorePurchases,8,High,0,0,0,1,0,0,1,1,0
3759,1958,56,Boomers+,Bachelor,Married,65196.0,Medium,0,2,2,1,0,2013-07-25,339,0-1 Years,34,30–90 Days,743,19,181,12,0,200,1155,MntWines,Medium,2,No/Low,7,6,11,24,NumStorePurchases,5,Medium,0,0,1,0,0,0,1,1,0
1162,1987,27,Millennials,Doctoral,Single,42000.0,Medium,0,0,0,0,1,2013-01-10,535,1-2 Years,23,<30 Days,124,83,267,85,59,35,653,MntMeatProducts,Low,2,No/Low,5,2,11,18,NumStorePurchases,5,Medium,0,0,0,0,0,1,1,1,0
2055,1973,41,Gen X,Doctoral,Divorced,35860.0,Low,1,1,2,1,0,2014-05-19,41,0-1 Years,37,30–90 Days,15,0,8,4,2,20,49,MntGoldProds,Low,2,No/Low,1,1,2,4,NumStorePurchases,5,Medium,0,0,1,0,0,0,1,1,0
10766,1964,50,Gen X,Doctoral,Married,65526.0,Medium,0,1,1,1,0,2014-04-11,79,0-1 Years,22,<30 Days,397,19,69,12,0,9,506,MntWines,Low,1,No/Low,4,4,8,16,NumStorePurchases,2,Medium,0,0,0,0,0,0,0,0,0
4415,1961,53,Gen X,Bachelor,Married,16860.0,Low,1,1,2,1,0,2012-09-12,655,1-2 Years,19,<30 Days,10,4,4,3,3,14,38,MntGoldProds,Low,3,Medium,1,1,3,5,NumStorePurchases,7,High,0,0,0,0,0,0,0,0,0
3005,1992,22,Gen Z-,Bachelor,Single,83528.0,High,0,0,0,0,1,2014-05-01,59,0-1 Years,7,<30 Days,530,117,678,134,44,147,1650,MntMeatProducts,High,1,No/Low,4,10,8,22,NumCatalogPurchases,1,Low,1,0,1,0,0,1,3,1,0
2223,1965,49,Gen X,Master,Divorced,64176.0,Medium,0,1,1,1,0,2012-08-03,695,1-2 Years,52,30–90 Days,1215,33,249,64,116,149,1826,MntWines,High,8,High,8,9,8,25,NumCatalogPurchases,6,High,0,0,0,0,0,0,0,0,0
4817,1956,58,Boomers+,Bachelor,Divorced,22304.0,Low,0,0,0,0,1,2012-08-04,694,1-2 Years,91,>90 Days,3,2,7,0,4,2,18,MntMeatProducts,Low,1,No/Low,1,0,2,3,NumStorePurchases,8,High,0,0,0,0,0,0,0,0,0
2875,1978,36,Millennials,Bachelor,Married,67023.0,Medium,0,0,0,0,1,2014-03-04,117,0-1 Years,93,>90 Days,444,44,382,11,8,17,906,MntWines,Low,1,No/Low,3,7,13,23,NumStorePurchases,2,Medium,0,0,0,0,0,0,0,0,1
10536,1971,43,Gen X,Doctoral,Married,32892.0,Low,1,0,1,1,0,2014-05-25,35,0-1 Years,78,30–90 Days,26,0,15,2,1,2,46,MntWines,Low,2,No/Low,3,0,3,6,NumWebPurchases,8,High,0,0,0,0,0,0,0,0,0
11112,1966,48,Gen X,Bachelor,Married,70713.0,Medium,0,1,1,1,0,2012-12-03,573,1-2 Years,23,<30 Days,736,114,279,82,76,190,1477,MntWines,Medium,6,High,5,6,8,19,NumStorePurchases,3,Medium,0,0,0,0,0,0,0,0,0
3807,1955,59,Boomers+,Bachelor,Married,59925.0,Medium,0,1,1,1,0,2012-11-30,576,1-2 Years,83,30–90 Days,473,21,176,19,21,56,766,MntWines,Low,3,Medium,9,2,9,20,NumWebPurchases,6,High,0,0,0,0,0,0,0,0,0
9197,1953,61,Boomers+,Bachelor,Married,39722.0,Low,0,1,1,1,0,2014-02-24,125,0-1 Years,92,>90 Days,32,0,5,2,0,8,47,MntWines,Low,2,No/Low,2,0,3,5,NumStorePurchases,5,Medium,0,0,0,0,0,0,0,0,0
10832,1958,56,Boomers+,Bachelor,Married,46610.0,Medium,0,0,0,0,1,2013-07-18,346,0-1 Years,4,<30 Days,288,10,30,4,10,125,467,MntWines,Low,1,No/Low,6,1,6,13,NumWebPurchases,6,High,0,0,0,0,0,0,0,0,0
6421,1961,53,Gen X,Bachelor,Married,88347.0,High,0,0,0,0,1,2013-07-03,361,0-1 Years,32,30–90 Days,1050,178,555,77,138,118,2116,MntWines,High,1,No/Low,4,7,9,20,NumStorePurchases,1,Low,1,0,0,0,0,0,1,1,0
4207,1981,33,Millennials,Doctoral,Married,87171.0,High,0,0,0,0,1,2013-05-01,424,1-2 Years,27,<30 Days,1001,44,107,58,44,44,1298,MntWines,Medium,1,No/Low,6,7,11,24,NumStorePurchases,2,Medium,0,0,1,0,1,0,2,1,0
577,1976,38,Millennials,Master,Married,26907.0,Low,1,1,2,1,0,2013-08-20,313,0-1 Years,10,<30 Days,9,1,7,0,3,2,22,MntWines,Low,2,No/Low,1,0,3,4,NumStorePurchases,7,High,0,0,0,0,0,0,0,0,0
10855,1968,46,Gen X,Master,Single,50014.0,Medium,1,0,1,1,0,2014-01-22,158,0-1 Years,9,<30 Days,234,14,77,19,10,42,396,MntWines,Low,2,No/Low,4,1,8,13,NumStorePurchases,5,Medium,0,0,0,0,0,0,0,0,0
3081,1978,36,Millennials,Doctoral,Married,41014.0,Medium,1,0,1,1,0,2013-04-22,433,1-2 Years,65,30–90 Days,7,2,6,2,0,3,20,MntWines,Low,1,No/Low,1,0,2,3,NumStorePurchases,7,High,0,0,0,0,0,0,0,0,0
3535,1965,49,Gen X,Bachelor,Single,66294.0,Medium,0,0,0,0,1,2014-03-17,104,0-1 Years,68,30–90 Days,251,108,334,65,92,117,967,MntMeatProducts,Low,1,No/Low,4,3,5,12,NumStorePurchases,2,Medium,0,0,0,0,0,0,0,0,0
247,1971,43,Gen X,Bachelor,Married,36715.0,Low,1,0,1,1,0,2012-11-17,589,1-2 Years,16,<30 Days,172,10,125,21,13,16,357,MntWines,Low,6,High,7,2,4,13,NumWebPurchases,9,High,0,0,0,0,0,1,1,1,0
8707,1956,58,Boomers+,Bachelor,Married,79456.0,Medium,0,0,0,0,1,2012-08-22,676,1-2 Years,12,<30 Days,565,42,548,64,83,99,1401,MntWines,Medium,1,No/Low,5,6,4,15,NumCatalogPurchases,3,Medium,0,0,0,0,0,1,1,1,0
9523,1982,32,Millennials,Bachelor,Married,40479.0,Medium,1,0,1,1,0,2013-08-17,316,0-1 Years,95,>90 Days,5,0,8,2,0,0,15,MntMeatProducts,Low,1,No/Low,0,0,3,3,NumStorePurchases,4,Medium,0,0,0,0,0,0,0,0,0
6072,1970,44,Gen X,Master,Single,75345.0,Medium,0,0,0,0,1,2013-02-02,512,1-2 Years,16,<30 Days,918,57,842,99,38,133,2087,MntWines,High,1,No/Low,5,8,6,19,NumCatalogPurchases,3,Medium,1,0,0,0,0,1,2,1,0
6295,1977,37,Millennials,Bachelor,Married,54233.0,Medium,0,1,1,1,0,2013-02-04,510,1-2 Years,46,30–90 Days,652,8,158,21,0,142,981,MntWines,Low,4,Medium,11,6,5,22,NumWebPurchases,8,High,0,0,0,0,0,0,0,0,0
10914,1970,44,Gen X,Bachelor,Single,24163.0,Low,1,1,2,1,0,2013-10-12,260,0-1 Years,3,<30 Days,4,1,7,2,1,2,17,MntMeatProducts,Low,2,No/Low,1,0,3,4,NumStorePurchases,4,Medium,0,0,0,0,0,0,0,0,0
1509,1958,56,Boomers+,Doctoral,Married,84460.0,High,0,0,0,0,1,2013-01-04,541,1-2 Years,80,30–90 Days,152,27,103,106,54,81,523,MntWines,Low,0,No/Low,9,9,4,22,NumWebPurchases,5,Medium,1,1,0,1,1,1,5,1,0
5577,1983,31,Millennials,Bachelor,Married,43776.0,Medium,1,0,1,1,0,2014-05-03,57,0-1 Years,77,30–90 Days,8,0,9,2,1,3,23,MntMeatProducts,Low,1,No/Low,1,0,2,3,NumStorePurchases,6,High,0,0,0,0,0,0,0,0,0
7348,1958,56,Boomers+,Doctoral,Single,71691.0,Medium,0,0,0,0,1,2014-03-17,104,0-1 Years,0,<30 Days,336,130,411,240,32,43,1192,MntMeatProducts,Medium,1,No/Low,4,7,5,16,NumCatalogPurchases,2,Medium,0,0,0,0,0,1,1,1,0
1127,1973,41,Gen X,Doctoral,Married,85844.0,High,0,0,0,0,1,2014-05-29,31,0-1 Years,62,30–90 Days,938,19,843,25,95,38,1958,MntWines,High,1,No/Low,6,6,7,19,NumStorePurchases,2,Medium,0,0,0,0,1,0,1,1,0
1833,1974,40,Gen X,Doctoral,Single,39190.0,Low,1,0,1,1,0,2014-04-26,64,0-1 Years,91,>90 Days,68,8,18,19,8,12,133,MntWines,Low,2,No/Low,2,1,4,7,NumStorePurchases,5,Medium,0,0,0,0,0,0,0,0,0
4944,1959,55,Boomers+,Bachelor,Married,71367.0,Medium,0,0,0,0,1,2013-08-23,310,0-1 Years,24,<30 Days,227,23,389,42,21,75,777,MntMeatProducts,Low,1,No/Low,4,5,7,16,NumStorePurchases,2,Medium,0,0,0,0,0,0,0,0,0
9080,1972,42,Gen X,Doctoral,Single,38578.0,Low,1,1,2,1,0,2013-06-22,372,1-2 Years,2,<30 Days,38,4,22,3,3,3,73,MntWines,Low,3,Medium,3,0,3,6,NumWebPurchases,8,High,0,0,0,0,0,0,0,0,0
6466,1965,49,Gen X,Doctoral,Married,57236.0,Medium,1,1,2,1,0,2014-03-12,109,0-1 Years,22,<30 Days,105,0,9,2,1,4,121,MntWines,Low,3,Medium,2,1,4,7,NumStorePurchases,3,Medium,0,0,0,0,0,0,0,0,0
9964,1979,35,Millennials,Bachelor,Single,61825.0,Medium,0,1,1,1,0,2013-08-07,326,0-1 Years,56,30–90 Days,162,50,100,55,30,27,424,MntWines,Low,1,No/Low,4,2,8,14,NumStorePurchases,4,Medium,0,0,0,0,0,0,0,0,0
4790,1958,56,Boomers+,Bachelor,Divorced,79803.0,Medium,0,1,1,1,0,2014-06-02,27,0-1 Years,54,30–90 Days,574,8,216,21,16,33,868,MntWines,Low,1,No/Low,4,3,5,12,NumStorePurchases,1,Low,0,0,0,0,0,0,0,0,0
10245,1986,28,Millennials,Master,Single,80910.0,High,0,0,0,0,1,2012-10-31,606,1-2 Years,71,30–90 Days,160,80,369,67,39,41,756,MntMeatProducts,Low,1,No/Low,3,3,8,14,NumStorePurchases,1,Low,0,0,0,0,0,0,0,0,0
1109,1982,32,Millennials,Master,Married,27590.0,Low,1,0,1,1,0,2013-04-23,432,1-2 Years,38,30–90 Days,6,0,5,0,0,1,12,MntWines,Low,1,No/Low,1,0,2,3,NumStorePurchases,7,High,0,0,0,0,0,0,0,0,0
6001,1979,35,Millennials,Bachelor,Married,56775.0,Medium,0,1,1,1,0,2013-01-02,543,1-2 Years,62,30–90 Days,614,35,160,58,35,35,937,MntWines,Low,2,No/Low,5,8,10,23,NumStorePurchases,5,Medium,0,0,0,0,0,0,0,0,0
5538,1975,39,Millennials,Bachelor,Divorced,83829.0,High,0,0,0,0,1,2013-10-08,264,0-1 Years,78,30–90 Days,897,161,430,186,161,27,1862,MntWines,High,0,No/Low,4,7,6,17,NumCatalogPurchases,1,Low,1,0,1,0,1,1,4,1,0
10552,1979,35,Millennials,Master,Married,54210.0,Medium,0,1,1,1,0,2013-05-20,405,1-2 Years,18,<30 Days,70,54,109,80,9,45,367,MntMeatProducts,Low,2,No/Low,4,1,7,12,NumStorePurchases,5,Medium,0,0,0,0,0,0,0,0,0
1545,1986,28,Millennials,Bachelor,Married,38508.0,Low,1,0,1,1,0,2013-08-02,331,0-1 Years,95,>90 Days,120,19,206,25,19,54,443,MntMeatProducts,Low,6,High,7,2,5,14,NumWebPurchases,8,High,0,0,0,0,0,0,0,0,0
7409,1970,44,Gen X,Bachelor,Married,53187.0,Medium,1,0,1,1,0,2013-10-26,246,0-1 Years,66,30–90 Days,211,2,30,7,7,10,267,MntWines,Low,2,No/Low,4,1,6,11,NumStorePurchases,5,Medium,0,0,0,0,0,0,0,0,0
4444,1972,42,Gen X,Bachelor,Married,30023.0,Low,1,0,1,1,0,2014-03-24,97,0-1 Years,28,<30 Days,11,0,16,7,6,21,61,MntGoldProds,Low,1,No/Low,2,0,3,5,NumStorePurchases,8,High,0,0,0,0,0,0,0,0,0
146,1960,54,Gen X,Doctoral,Single,76045.0,Medium,0,0,0,0,1,2013-11-15,226,0-1 Years,78,30–90 Days,760,53,400,17,93,0,1323,MntWines,Medium,1,No/Low,4,5,11,20,NumStorePurchases,2,Medium,1,0,0,0,0,0,1,1,0
6271,1952,62,Boomers+,Doctoral,Married,50870.0,Medium,0,1,1,1,0,2014-06-19,10,0-1 Years,13,<30 Days,53,0,8,0,0,2,63,MntWines,Low,1,No/Low,2,0,3,5,NumStorePurchases,5,Medium,0,0,0,0,0,0,0,0,0
10065,1970,44,Gen X,Master,Married,15315.0,Low,0,0,0,0,1,2013-08-03,330,0-1 Years,27,<30 Days,7,4,13,15,8,17,64,MntGoldProds,Low,2,No/Low,2,0,4,6,NumStorePurchases,5,Medium,0,0,0,0,0,0,0,0,0
4741,1974,40,Gen X,Master,Married,65463.0,Medium,1,0,1,1,0,2014-01-30,150,0-1 Years,17,<30 Days,391,32,70,21,32,16,562,MntWines,Low,2,No/Low,6,2,9,17,NumStorePurchases,5,Medium,0,0,0,1,0,0,1,1,0
246,1965,49,Gen X,Bachelor,Married,66480.0,Medium,1,1,2,1,0,2014-05-31,29,0-1 Years,71,30–90 Days,199,9,57,20,21,6,312,MntWines,Low,7,High,4,1,7,12,NumStorePurchases,4,Medium,0,0,0,0,0,0,0,0,0
375,1954,60,Boomers+,Bachelor,Divorced,76773.0,Medium,0,0,0,0,1,2013-02-25,489,1-2 Years,79,30–90 Days,516,56,449,86,33,16,1156,MntWines,Medium,1,No/Low,2,2,11,15,NumStorePurchases,1,Low,0,0,0,0,0,0,0,0,0
1524,1983,31,Millennials,Master,Single,81698.0,High,0,0,0,0,1,2013-03-01,485,1-2 Years,1,<30 Days,709,45,115,30,160,45,1104,MntWines,Medium,1,No/Low,8,2,5,15,NumWebPurchases,5,Medium,1,0,0,0,0,1,2,1,0
10022,1973,41,Gen X,Doctoral,Single,54466.0,Medium,1,1,2,1,0,2014-02-09,140,0-1 Years,78,30–90 Days,12,0,4,0,0,0,16,MntWines,Low,1,No/Low,1,0,2,3,NumStorePurchases,5,Medium,0,0,0,0,0,0,0,0,0
7451,1960,54,Gen X,Master,Single,98777.0,High,0,0,0,0,1,2014-02-17,132,0-1 Years,23,<30 Days,1000,19,711,125,115,38,2008,MntWines,High,0,No/Low,4,6,9,19,NumStorePurchases,1,Low,0,0,0,1,0,0,1,1,0
11010,1984,30,Millennials,Doctoral,Single,16269.0,Low,1,0,1,1,0,2013-08-30,303,0-1 Years,75,30–90 Days,19,3,18,3,1,0,44,MntWines,Low,3,Medium,3,0,3,6,NumWebPurchases,8,High,0,0,0,0,0,0,0,0,0
4356,1971,43,Gen X,Bachelor,Married,71819.0,Medium,0,1,1,1,0,2013-08-28,305,0-1 Years,70,30–90 Days,1224,28,140,0,14,168,1574,MntWines,High,3,Medium,3,3,5,11,NumStorePurchases,6,High,0,0,0,1,1,0,2,1,0
3885,1983,31,Millennials,Doctoral,Married,33569.0,Low,1,0,1,1,0,2013-10-16,256,0-1 Years,10,<30 Days,16,2,18,3,0,24,63,MntGoldProds,Low,1,No/Low,1,1,2,4,NumStorePurchases,8,High,0,0,1,0,0,1,2,1,0
1175,1983,31,Millennials,Master,Married,36262.0,Low,0,0,0,0,1,2013-09-20,282,0-1 Years,24,<30 Days,88,39,54,64,28,153,426,MntGoldProds,Low,1,No/Low,3,5,3,11,NumCatalogPurchases,6,High,0,0,1,0,0,1,2,1,0
880,1966,48,Gen X,High School,Married,22634.0,Low,0,0,0,0,1,2013-01-16,529,1-2 Years,47,30–90 Days,2,23,11,8,6,46,96,MntGoldProds,Low,1,No/Low,2,1,2,5,NumWebPurchases,8,High,0,0,0,0,0,0,0,0,0
2320,1978,36,Millennials,Master,Married,47025.0,Medium,0,1,1,1,0,2013-09-12,290,0-1 Years,98,>90 Days,508,11,59,23,5,29,635,MntWines,Low,5,Medium,11,1,6,18,NumWebPurchases,9,High,0,0,0,0,0,0,0,0,0
850,1968,46,Gen X,Bachelor,Single,70566.0,Medium,0,1,1,1,0,2013-10-06,266,0-1 Years,4,<30 Days,381,28,215,84,28,21,757,MntWines,Low,2,No/Low,6,5,9,20,NumStorePurchases,3,Medium,0,0,0,0,0,0,0,0,0
4713,1979,35,Millennials,Doctoral,Married,31605.0,Low,1,0,1,1,0,2012-11-22,584,1-2 Years,15,<30 Days,74,0,42,2,1,6,125,MntWines,Low,2,No/Low,2,1,4,7,NumStorePurchases,7,High,0,0,0,0,0,0,0,0,0
675,1973,41,Gen X,Master,Divorced,52034.0,Medium,1,1,2,1,0,2013-05-17,408,1-2 Years,67,30–90 Days,146,0,93,7,13,73,332,MntWines,Low,5,Medium,4,2,5,11,NumStorePurchases,7,High,0,0,0,0,0,0,0,0,0
5025,1979,35,Millennials,Bachelor,Single,48526.0,Medium,1,0,1,1,0,2013-12-24,187,0-1 Years,32,30–90 Days,23,17,23,43,20,9,135,MntFishProducts,Low,1,No/Low,2,1,4,7,NumStorePurchases,3,Medium,0,0,0,0,0,0,0,0,0
2308,1954,60,Boomers+,Bachelor,Married,46734.0,Medium,0,1,1,1,0,2012-11-18,588,1-2 Years,40,30–90 Days,110,5,137,26,23,29,330,MntMeatProducts,Low,2,No/Low,6,1,5,12,NumWebPurchases,7,High,0,0,0,0,0,0,0,0,0
5995,1962,52,Gen X,Bachelor,Divorced,39552.0,Low,1,1,2,1,0,2012-12-18,558,1-2 Years,54,30–90 Days,165,3,147,4,24,41,384,MntWines,Low,7,High,6,2,5,13,NumWebPurchases,8,High,0,0,0,0,0,1,1,1,0
6749,1966,48,Gen X,Bachelor,Single,86358.0,High,1,1,2,1,0,2012-08-08,690,1-2 Years,78,30–90 Days,957,47,494,82,47,95,1722,MntWines,High,4,Medium,5,3,6,14,NumStorePurchases,8,High,0,0,0,0,0,0,0,0,0
1010,1977,37,Millennials,Bachelor,Married,46931.0,Medium,2,1,3,1,0,2014-04-24,66,0-1 Years,94,>90 Days,41,0,17,3,1,16,78,MntWines,Low,2,No/Low,1,1,3,5,NumStorePurchases,3,Medium,0,0,0,0,0,0,0,0,0
8977,1985,29,Millennials,High School,Single,16581.0,Low,0,0,0,0,1,2013-01-12,533,1-2 Years,51,30–90 Days,1,3,4,2,3,11,24,MntGoldProds,Low,1,No/Low,0,0,3,3,NumStorePurchases,4,Medium,0,0,0,0,0,0,0,0,0
4756,1952,62,Boomers+,Master,Divorced,63998.0,Medium,0,0,0,0,1,2013-12-20,191,0-1 Years,42,30–90 Days,176,29,818,0,33,112,1168,MntMeatProducts,Medium,1,No/Low,7,6,11,24,NumStorePurchases,4,Medium,0,0,0,0,0,1,1,1,0
3412,1951,63,Boomers+,Master,Married,67381.0,Medium,0,1,1,1,0,2013-01-15,530,1-2 Years,67,30–90 Days,815,8,53,11,0,70,957,MntWines,Low,4,Medium,2,2,9,13,NumStorePurchases,7,High,0,0,0,1,0,0,1,1,0
606,1967,47,Gen X,Bachelor,Single,25930.0,Low,1,1,2,1,0,2013-10-10,262,0-1 Years,87,30–90 Days,6,1,2,2,0,4,15,MntWines,Low,1,No/Low,1,0,2,3,NumStorePurchases,7,High,0,0,0,0,0,0,0,0,0
5961,1978,36,Millennials,Bachelor,Married,42693.0,Medium,1,0,1,1,0,2014-06-07,22,0-1 Years,29,<30 Days,8,4,20,6,3,16,57,MntMeatProducts,Low,1,No/Low,1,0,3,4,NumStorePurchases,5,Medium,0,0,0,0,0,0,0,0,0
2975,1976,38,Millennials,Bachelor,Married,85606.0,High,0,1,1,1,0,2012-11-12,594,1-2 Years,89,30–90 Days,717,42,864,219,30,84,1956,MntMeatProducts,High,2,No/Low,6,7,9,22,NumStorePurchases,3,Medium,1,0,0,0,0,0,1,1,0
2894,1985,29,Millennials,Bachelor,Single,72903.0,Medium,0,0,0,0,1,2013-10-29,243,0-1 Years,74,30–90 Days,1067,138,750,0,19,39,2013,MntWines,High,1,No/Low,7,5,8,20,NumStorePurchases,4,Medium,1,0,0,1,1,1,4,1,0
7613,1974,40,Gen X,Master,Married,49669.0,Medium,1,0,1,1,0,2014-05-24,36,0-1 Years,97,>90 Days,166,5,107,11,8,29,326,MntWines,Low,2,No/Low,5,1,6,12,NumStorePurchases,6,High,0,0,0,0,0,0,0,0,0
10542,1968,46,Gen X,Doctoral,Married,36778.0,Low,1,1,2,1,0,2012-08-05,693,1-2 Years,63,30–90 Days,29,4,34,2,4,4,77,MntMeatProducts,Low,3,Medium,3,0,3,6,NumWebPurchases,9,High,0,0,0,0,0,0,0,0,0
8015,1962,52,Gen X,Doctoral,Divorced,85696.0,High,0,0,0,0,1,2013-05-03,422,1-2 Years,88,30–90 Days,714,76,395,116,0,12,1313,MntWines,Medium,1,No/Low,4,6,9,19,NumStorePurchases,1,Low,0,0,0,0,0,1,1,1,0
10617,1989,25,Millennials,Master,Divorced,10979.0,Low,0,0,0,0,1,2014-05-22,38,0-1 Years,34,30–90 Days,8,4,10,2,2,4,30,MntMeatProducts,Low,2,No/Low,3,0,3,6,NumWebPurchases,5,Medium,0,0,0,0,0,0,0,0,0
